Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Date,Selling_Price
P-1256,B-205,computers,laptop accessories,batteries,1.2,01-07-2020,1658.36
P-11863,B-3191,kitchen dining,lighting,bulbs,4.8,31-12-2019,554.46
P-12084,B-3078,clothing,men s clothing,t shirts,3.4,15-12-2017,460.64
P-7622,B-3078,watches,wrist watches,noise wrist watches,2,01-07-2015,901.93
P-6463,B-1683,mobiles accessories,mobile accessories,headphones,2.6,03-11-2015,2106.51
P-3035,B-782,computers,laptop accessories,usb gadgets,5,29-12-2013,470.59
P-5920,B-3078,footwear,women s footwear,casual shoes,1.9,12-04-2018,1755.09
P-2272,B-528,kitchen dining,kitchen tools,kitchen implements,2.1,15-06-2017,627.12
P-2963,B-757,home decor festive needs,table decor handicrafts,showpieces,4.1,31-12-2016,11673.23
P-5008,B-3078,clothing,women s clothing,ethnic wear,4.2,12-01-2014,644.16
P-4818,B-1270,clothing,men s clothing,sports wear,3.2,23-06-2013,3142.99
P-4882,B-1288,furniture,study home office furniture,portable laptop tables,3.1,23-04-2014,1633.81
P-2373,B-569,clickforsign avoid contanimation wash your hands,unknown,unknown,4.6,23-04-2018,924.54
P-3526,B-3078,footwear,women s footwear,heels,1,31-12-2014,805.08
P-8286,B-1936,furniture,pet furniture,unknown,2.3,29-12-2015,1259.95
P-7151,B-3078,clothing,women s clothing,western wear,3.5,12-01-2017,892.92
P-11762,B-3163,jewellery,jewellery sets,unknown,3.5,01-04-2017,2566.82
P-1665,B-3078,footwear,men s footwear,formal shoes,1.1,29-12-2016,1354.13
P-10922,B-2895,computers,network components,routers,3.7,12-01-2013,1919.44
P-7153,B-3078,beauty and personal care,fragrances,deodorants,3,12-01-2018,288.91
P-6581,B-1732,jewellery,rings,unknown,3.2,01-01-2013,27368.3
P-5279,B-1408,bags wallets belts,bags,hand bags,3.4,06-05-2013,1291.21
P-3904,B-3078,watches,wrist watches,franck bella wrist watches,3.5,12-04-2015,901.7
P-10517,B-3078,clothing,women s clothing,lingerie sleep swimwear,3,01-02-2013,467.52
P-12354,B-3285,computers,tablet accessories,cases covers,2.3,17-06-2020,823.47
P-9540,B-2466,clothing,women s clothing,western wear,2.4,03-03-2020,941.83
P-5929,B-3078,clothing,women s clothing,western wear,4.3,31-12-2015,574.07
P-9669,B-2515,tools hardware,tools,tool accessories,3.4,29-12-2018,639.57
P-7100,B-1886,baby care,infant wear,baby girls clothes,4.1,29-04-2015,826.28
P-10856,B-2879,clothing,men s clothing,suits blazers,1.2,25-02-2018,3185.91
P-5283,B-1409,home furnishing,cushions pillows covers,pillows,1.1,01-06-2018,841.59
P-9142,B-2344,home furnishing,bed linen,blankets quilts dohars,1,12-12-2012,3616.02
P-1857,B-405,jewellery,rings,unknown,4.7,01-01-2019,28128.16
P-9992,B-2618,baby care,baby bath skin,baby bath towels,4.8,31-12-2015,668.28
P-9962,B-2608,home furnishing,bed linen,blankets quilts dohars,1.2,01-01-2018,1622.77
P-11042,B-2930,jewellery,earrings,unknown,3,12-12-2013,593.02
P-7653,B-2044,pens stationery,office supplies,files and folders,2.7,03-03-2020,961.31
P-3125,B-807,easies solid single breasted casual men s blazer,unknown,unknown,3.1,04-11-2017,1011.52
P-10533,B-2757,sports fitness,team sports,cricket,1.4,25-02-2018,2345.09
P-746,B-133,automotive,accessories spare parts,car interior exterior,4.7,12-01-2018,1585.47
P-222,B-63,automotive,accessories spare parts,helmets riding gear,1.8,24-02-2019,3341.97
P-11536,B-3081,baby care,infant wear,baby boys clothes,2.4,04-12-2016,776.57
P-4822,B-3078,clothing,women s clothing,western wear,5,12-01-2016,892.74
P-9022,B-2309,tools hardware,tools,gardening tools,4.9,01-07-2018,1429.63
P-6047,B-1589,kombee girl s printed red pink top capri set,unknown,unknown,1.4,05-07-2013,877.79
P-2813,B-3078,footwear,women s footwear,flats,1.4,01-07-2016,657.25
P-5343,B-1421,jewellery,necklaces chains,necklaces,2.2,12-01-2013,377.24
P-3735,B-2372,clothing,women s clothing,western wear,3,30-12-2019,445.78
P-4382,B-3231,clothing,women s clothing,lingerie sleep swimwear,1.8,01-07-2018,342.2
P-4937,B-1304,jewellery,necklaces chains,necklaces,2.3,12-01-2018,329.64
P-11637,B-3078,clothing,women s clothing,western wear,2,30-12-2015,399.87
P-1164,B-179,clothing,women s clothing,ethnic wear,1.2,03-05-2019,1383.45
P-9760,B-2543,sports fitness,outdoor adventure,camping hiking,5,28-02-2019,3574.65
P-6317,B-1645,computers,laptop accessories,batteries,4.3,01-07-2014,1688.66
P-5404,B-1442,jewellery,necklaces chains,necklaces,3.4,12-01-2016,316.54
P-2793,B-720,home decor festive needs,wall decor clocks,wall decals stickers,1.6,29-12-2014,878.11
P-3196,B-824,home decor festive needs,flowers plants vases,flower vase,2.6,21-06-2018,1153.26
P-2601,B-3078,clothing,women s clothing,western wear,4.7,01-06-2018,484.96
P-142,B-38,home decor festive needs,table decor handicrafts,photo frames,1.6,14-06-2017,1128.56
P-12429,B-3308,clothing,men s clothing,inner wear sleep wear,2.2,22-05-2015,780.4
P-1349,B-3078,footwear,men s footwear,casual shoes,4.4,29-12-2014,1626.99
P-2578,B-648,automotive,car bike accessories,car bike care,4.4,13-06-2019,654.21
P-10304,B-2722,beauty and personal care,makeup,vanity boxes,4.2,03-12-2013,4430.12
P-7422,B-1993,computers,network components,routers,5,12-01-2015,3261.02
P-12489,B-1121,clothing,women s clothing,lingerie sleep swimwear,4.4,01-07-2015,358.77
P-6439,B-1676,mobiles accessories,mobile accessories,cables,1.6,03-07-2019,463.15
P-7604,B-3078,clothing,men s clothing,t shirts,1.4,13-12-2013,529.76
P-2883,B-3078,footwear,women s footwear,wedges,3.9,01-07-2017,505.04
P-1079,B-160,home furnishing,bath linen,bath mats,1.4,22-03-2014,754.94
P-913,B-133,automotive,accessories spare parts,car interior exterior,2.1,12-01-2018,920.76
P-12456,B-3316,jewellery,necklaces chains,necklaces,2.5,12-01-2019,286.98
P-6985,B-1842,computers,laptop accessories,usb gadgets,4.6,29-12-2018,418.34
P-3407,B-879,jewellery,necklaces chains,necklaces,1.2,12-01-2013,335.92
P-10903,B-3078,clothing,women s clothing,ethnic wear,5,29-12-2019,907.37
P-5416,B-1444,cameras accessories,camera accessories,lens hoods,1.8,29-12-2017,1281.63
P-3454,B-898,sports fitness,other sports,golf,1.7,03-05-2019,1511.11
P-460,B-112,clothing,kids clothing,boys wear,4.9,05-01-2014,1108.89
P-8877,B-2297,home furnishing,bath linen,towels,1.9,20-12-2017,634.84
P-4780,B-1264,computers,laptops,hp laptops,4.5,01-07-2017,1447.19
P-1240,B-200,mobiles accessories,tablet accessories,cases covers,2,31-12-2018,4081.9
P-4852,B-3078,clothing,women s clothing,western wear,2.8,30-12-2015,429.37
P-11265,B-2982,tools hardware,tools,gardening tools,4,01-07-2019,1243.35
P-8217,B-2162,clothing,women s clothing,lingerie sleep swimwear,4.7,01-07-2014,342.86
P-3357,B-3078,clothing,women s clothing,ethnic wear,4.5,31-12-2013,783.97
P-6618,B-3078,footwear,women s footwear,wedges,4.8,01-07-2016,464.79
P-508,B-3078,bags wallets belts,bags,hand bags,3.6,01-01-2015,573.7
P-7522,B-3078,beauty and personal care,fragrances,deodorants,2.9,12-01-2012,313.95
P-2649,B-667,mobiles accessories,tablet accessories,cases covers,1.3,01-01-2014,1348.96
P-8601,B-3078,kitchen dining,coffee mugs,printland coffee mugs,3.8,12-01-2017,282.25
P-3864,B-3078,footwear,women s footwear,wedges,4.6,29-12-2014,804.6
P-9621,B-2504,home furnishing,bed linen,blankets quilts dohars,1.4,01-01-2013,1548.79
P-5150,B-1366,jewellery,necklaces chains,necklaces,1.6,12-01-2015,424.44
P-12207,B-3256,automotive,accessories spare parts,car interior exterior,2.9,14-12-2016,750.91
P-2786,B-397,clothing,women s clothing,lingerie sleep swimwear,4.4,01-07-2015,278.36
P-7564,B-3078,clothing,men s clothing,t shirts,2,13-12-2019,427.52
P-2402,B-2013,clothing,women s clothing,lingerie sleep swimwear,2.9,01-07-2019,389.24
P-764,B-133,automotive,accessories spare parts,car interior exterior,2.1,12-01-2019,1573.78
P-8704,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,2.8,12-01-2016,208.33
P-9790,B-2550,sports fitness,team sports,cricket,1.1,25-02-2020,3707.69
P-8510,B-3078,bags wallets belts,bags,backpacks,5,12-12-2019,941.47
P-11125,B-2945,home decor festive needs,showpieces,tiedribbons showpieces,1.9,12-01-2018,1048.04
P-4013,B-1033,mobiles accessories,mobile accessories,mobile chargers,3.9,28-06-2018,697.62
P-1590,B-316,balaji exports bottled wine cooler 9 bottles,unknown,unknown,3,04-02-2016,897.41
P-60,B-4,computers,laptop accessories,batteries,1.6,01-07-2016,1704.15
P-11430,B-3078,toys school supplies,soft toys,twisha soft toys,2.2,01-01-2018,11663.76
P-2290,B-3078,clothing,women s clothing,western wear,4.2,01-07-2017,615.61
P-1674,B-3078,clothing,kids clothing,boys wear,5,01-06-2014,1323.48
P-7286,B-3078,footwear,women s footwear,flats,1.6,12-12-2018,1243.29
P-2781,B-3078,clothing,women s clothing,ethnic wear,3.4,31-12-2019,495.04
P-10219,B-3078,clothing,women s clothing,lingerie sleep swimwear,4.9,12-12-2016,557.26
P-11198,B-2952,kitchen dining,kitchen tools,kitchen implements,1.6,12-01-2012,474.89
P-6494,B-1702,jewellery,rings,unknown,2,01-01-2017,28499.77
P-8894,B-2301,jewellery,bangles bracelets armlets,bangles,1.4,12-12-2014,553.52
P-1363,B-3078,footwear,men s footwear,casual shoes,3.6,29-12-2017,1652.03
P-9909,B-2594,pens stationery,office supplies,shoperite office supplies,3.3,29-12-2017,990.9
P-5177,B-1375,clothing,men s clothing,ethnic wear,2.8,03-11-2014,1106.21
P-8450,B-2225,cameras accessories,camera accessories,camera lenses,2.3,15-04-2014,774.54
P-2836,B-734,jewellery,necklaces chains,necklaces,1.5,12-01-2014,414.36
P-11959,B-3197,jewellery,necklaces chains,necklaces,4.2,12-01-2019,204.41
P-4408,B-1151,furniture,pet furniture,unknown,2.8,29-12-2015,2069.81
P-7361,B-1978,kitchen dining,containers bottles,bottles sippers,2.2,21-03-2014,466.57
P-536,B-3078,clothing,kids clothing,girls wear,3.4,01-06-2016,1120.08
P-3893,B-1004,home furnishing,bed linen,blankets quilts dohars,1,01-01-2014,1695.62
P-5630,B-2373,clothing,men s clothing,shirts,4.1,12-06-2018,776.67
P-12561,B-3352,computers,network components,routers,3.6,12-01-2019,2528.93
P-1021,B-135,home furnishing,cushions pillows covers,cushion covers,4.3,03-07-2017,1025.09
P-4906,B-3078,clothing,women s clothing,western wear,4.4,12-01-2014,851.01
P-3668,B-942,mobiles accessories,tablet accessories,cases covers,4.5,31-12-2012,4068.59
P-9536,B-2355,clothing,women s clothing,lingerie sleep swimwear,4.7,01-07-2019,374.62
P-10691,B-2807,jewellery,bangles bracelets armlets,bangles,4.3,30-12-2013,527.82
P-6735,B-1786,jewellery,rings,malabar gold and diamonds hbdaaaablzld gold emer,4.7,25-03-2020,690.79
P-12531,B-3078,footwear,men s footwear,casual shoes,1.1,29-12-2014,1507
P-937,B-133,automotive,accessories spare parts,car interior exterior,1.6,12-01-2014,1040.62
P-4091,B-1052,jewellery,necklaces chains,necklaces,2.8,12-01-2017,557.18
P-8508,B-3078,sports fitness,outdoor adventure,camping hiking,3.9,01-01-2018,2197.26
P-4190,B-3078,watches,wrist watches,gift island wrist watches,3.8,01-07-2014,729.98
P-11871,B-3192,jewellery,pendants lockets,vk jewels reticular heart rhodium cubic zirconia,3.3,23-06-2013,757.57
P-4038,B-1042,home entertainment,audio players,home audio,4.7,12-01-2018,4867.56
P-7844,B-3078,clothing,men s clothing,t shirts,2.2,13-12-2016,471.08
P-3217,B-834,kitchen dining,bar glassware,bar glasses,4,31-12-2014,21913.1
P-11886,B-3197,jewellery,necklaces chains,necklaces,2.9,12-01-2013,384.9
P-768,B-133,automotive,accessories spare parts,car interior exterior,1.2,12-01-2018,1601.11
P-12018,B-3078,clothing,men s clothing,winter seasonal wear,4.5,29-12-2019,905.04
P-6876,B-3078,watches,wrist watches,maxima wrist watches,3,01-07-2014,799.92
P-1870,B-405,jewellery,rings,unknown,4,01-01-2020,30498.75
P-6737,B-1787,home decor festive needs,showpieces,malhar showpieces,1.6,12-01-2016,1997.13
P-1024,B-3078,clothing,women s clothing,western wear,1,01-01-2018,722.55
P-10644,B-2790,footwear,women s footwear,heels,3.6,24-04-2016,961.11
P-10876,B-2888,computers,laptop accessories,usb gadgets,4.3,29-12-2018,421.21
P-10958,B-2903,home furnishing,bed linen,blankets quilts dohars,1.6,20-12-2019,1332.56
P-11398,B-3032,pens stationery,office supplies,tucasa office supplies,2.5,03-02-2020,1608.07
P-6094,B-1605,kitchen dining,housekeeping laundry,bathroom accessories,2.6,31-12-2014,758.9
P-3215,B-833,baby care,baby kids gifts,stickers,4.1,12-01-2019,1188.49
P-10044,B-2643,clothing,women s clothing,lingerie sleep swimwear,4.7,03-03-2017,1016.87
P-10782,B-2851,bags wallets belts,bags,cosmetic bags,3.5,03-12-2013,1367.49
P-6158,B-3078,footwear,women s footwear,heels,5,12-01-2013,3539.4
P-252,B-72,home decor festive needs,showpieces,adaa showpieces,5,31-12-2012,2693.59
P-12120,B-3233,jewellery,rings,unknown,4.1,01-01-2020,28521.67
P-8300,B-3078,clothing,men s clothing,winter seasonal wear,1.9,29-12-2016,859.53
P-9825,B-2566,clothing,women s clothing,ethnic wear,2.4,20-05-2015,892.59
P-3541,B-911,jewellery,necklaces chains,necklaces,3.3,12-01-2013,301.14
P-10458,B-2741,automotive,accessories spare parts,spares performance parts,3.4,31-12-2017,833.33
P-4422,B-1160,home furnishing,bed linen,blankets quilts dohars,1.8,20-12-2013,2261.29
P-5680,B-1517,jewellery,rings,unknown,4.2,01-01-2017,27013.25
P-3312,B-855,home furnishing,bed linen,blankets quilts dohars,1.7,01-01-2018,1164.59
P-8001,B-2372,clothing,women s clothing,western wear,2.4,30-12-2012,425.17
P-3272,B-850,mobiles accessories,tablet accessories,cases covers,4,01-01-2019,1447.24
P-3419,B-3078,beauty and personal care,fragrances,deodorants,3.5,12-01-2017,357.09
P-12228,B-2660,clothing,men s clothing,jeans,1.6,12-04-2014,1219.9
P-6741,B-1790,home furnishing,bath linen,towels,5,20-12-2014,546.09
P-7459,B-2000,gaming,gaming accessories,headphones with mic,3.1,05-10-2018,382.83
P-3197,B-3078,clothing,women s clothing,western wear,4.2,01-01-2015,482.72
P-5770,B-1517,jewellery,rings,unknown,3.9,01-01-2016,29249.56
P-711,B-133,automotive,accessories spare parts,car interior exterior,2.5,12-01-2019,1609.04
P-3718,B-3078,baby care,infant wear,baby girls clothes,3.2,29-12-2018,559.7
P-5371,B-1431,jewellery,rings,unknown,2.2,01-01-2015,29387.85
P-726,B-133,automotive,accessories spare parts,car interior exterior,1.4,12-01-2016,1589.34
P-6370,B-1662,footwear,men s footwear,slippers flip flops,3.2,05-12-2018,1048.38
P-7689,B-3078,clothing,men s clothing,t shirts,3.6,13-12-2018,609.21
P-10886,B-2888,computers,laptop accessories,usb gadgets,4.5,29-12-2017,420.63
P-12305,B-3078,beauty and personal care,fragrances,deodorants,4.7,12-01-2018,302.79
P-3110,B-802,home improvement,lawn gardening,plants,1.9,01-07-2019,345.28
P-7195,B-3078,beauty and personal care,fragrances,deodorants,3.1,12-01-2019,279.18
P-2116,B-475,camey men s quarter length socks,unknown,unknown,1.6,05-10-2017,1196.94
P-11553,B-3085,bags wallets belts,suspenders,urban diseno suspenders,3.3,16-03-2016,1626.53
P-2800,B-720,home decor festive needs,wall decor clocks,wall decals stickers,2.9,31-12-2016,559.06
P-95,B-18,jewellery,necklaces chains,necklaces,1.1,12-01-2015,504.75
P-10132,B-2693,home decor festive needs,wall decor clocks,wallpapers,1.6,20-06-2018,1563.66
P-2318,B-552,jewellery,rings,unknown,2.4,01-07-2013,11005.4
P-5544,B-1475,jewellery,accessories,brooches,1.1,23-04-2013,815.8
P-4596,B-1218,footwear,kids infant footwear,for boys,4,04-10-2020,3976.04
P-12330,B-3078,beauty and personal care,body and skin care,face care,1.6,31-12-2012,1989.41
P-1345,B-223,home decor festive needs,table decor handicrafts,table decor,4.2,12-01-2018,1524.42
P-11045,B-2930,jewellery,earrings,unknown,2.3,12-12-2012,957.23
P-7332,B-1962,footwear,women s footwear,wedges,2.1,21-06-2015,965.86
P-9939,B-2604,footwear,women s footwear,ballerinas,4.3,20-06-2014,1167.7
P-5681,B-1517,jewellery,rings,unknown,4.1,01-01-2015,28834.33
P-9689,B-2372,clothing,women s clothing,western wear,4.4,30-12-2016,520.7
P-5941,B-2679,clothing,men s clothing,shirts,2.9,12-06-2019,1199.68
P-1615,B-323,be 13 printed boy s round neck t shirt pack of 2,unknown,unknown,2.3,04-11-2015,968.22
P-11853,B-378,clothing,women s clothing,lingerie sleep swimwear,2.6,01-07-2015,289.36
P-1225,B-198,computers,network components,routers,2.8,12-01-2015,2579.78
P-11546,B-3084,clothing,women s clothing,lingerie sleep swimwear,3.5,17-06-2014,602.56
P-7988,B-3078,clothing,men s clothing,t shirts,3,13-12-2012,547.45
P-930,B-133,automotive,accessories spare parts,car interior exterior,2.9,12-01-2013,994.94
P-8249,B-3231,clothing,women s clothing,lingerie sleep swimwear,4,01-07-2014,295.77
P-4678,B-1243,home decor festive needs,decorative lighting lamps,series lights,1.3,01-01-2015,736.88
P-9819,B-2564,jewellery,rings,unknown,3.8,01-01-2017,29410.86
P-4026,B-1036,mobiles accessories,mobile accessories,earphone cable organizers,1.3,04-02-2015,1221.69
P-5949,B-2679,clothing,women s clothing,western wear,3.4,30-12-2018,387.87
P-7831,B-3078,clothing,men s clothing,t shirts,2.4,13-12-2013,571.05
P-8526,B-3078,clothing,men s clothing,winter seasonal wear,4.8,01-07-2016,1927.3
P-5432,B-1444,cameras accessories,camera accessories,lens hoods,4.1,29-12-2014,1664.48
P-2207,B-3078,clothing,women s clothing,western wear,2,01-07-2013,684.78
P-4236,B-1093,automotive,accessories spare parts,car electronics accessories,2.3,12-01-2015,1015.41
P-8708,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,4.2,12-01-2016,219.99
P-1376,B-240,jewellery,rings,unknown,2,01-06-2018,3119.69
P-9570,B-2486,clothing,women s clothing,accessories,2.6,25-06-2020,976.7
P-9661,B-2514,home decor festive needs,showpieces,ethnic,2,12-01-2014,2260.49
P-11296,B-2986,clothing,kids clothing,girls wear,1.8,17-06-2013,595.27
P-9587,B-3078,footwear,women s footwear,casual shoes,3.6,12-04-2013,2128.23
P-781,B-133,automotive,accessories spare parts,car interior exterior,4.7,12-01-2012,1628.67
P-12113,B-3229,clothing,women s clothing,lingerie sleep swimwear,2.8,03-02-2020,1068.92
P-2021,B-437,clothing,women s clothing,ethnic wear,2.5,25-03-2019,1349.33
P-8770,B-3078,pens stationery,school supplies,geometry pen pencil boxes,4.9,12-01-2013,1664.89
P-10209,B-3078,clothing,men s clothing,winter seasonal wear,2.4,01-07-2013,1531.82
P-7792,B-3078,clothing,men s clothing,t shirts,2.3,13-12-2012,440.45
P-5724,B-1517,jewellery,rings,unknown,2,01-01-2017,27702.31
P-5039,B-1329,indistar self design viscose women s stole,unknown,unknown,3.9,04-09-2018,1960.73
P-6952,B-3078,clothing,women s clothing,western wear,2.3,12-01-2015,800.03
P-9371,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4,12-01-2017,280.14
